Time_s,RotorSpeed_rad_s,Qaero_Nm
35.78,45.37314773346501,-1300.7451044296834
35.79,45.37139969899993,-1300.7450586916548
35.800000000000004,45.36965383635534,-1300.7450132415029
35.81,45.36791016105794,-1300.7449680786458
35.82,45.36616868853731,-1300.7449232024833
35.83,45.36442943412606,-1300.7448786124746
35.84,45.362692413060074,-1300.744834308008
35.85,45.36095764047868,-1300.7447902885617
35.86,45.35922513142484,-1300.7447465534485
35.87,45.35749490084538,-1300.744703102036
35.88,45.355766963591144,-1300.7446599338186
35.89,45.35404133441722,-1300.7446170482244
35.9,45.352318027983124,-1300.7445744447057
35.910000000000004,45.35059705885301,-1300.7445321225632
35.92,45.34887844149588,-1300.7444900811822
35.93,45.34716219028574,-1300.7444483200898
35.94,45.34544831950184,-1300.7444068385744
35.95,45.343736843328884,-1300.7443656359487
35.96,45.34202777585719,-1300.7443247118242
35.97,45.34032113108291,-1300.7442840654915
35.980000000000004,45.33861692290825,-1300.7442436963508
35.99,45.33691516514165,-1299.1248363511481
36.0,45.335324850080895,-1297.5598519772013
36.01,45.33373335027966,-1297.4381399734943
36.02,45.33214398414662,-1297.553388948278
36.03,45.33055666861193,-1297.475486339254
36.04,45.328971420300746,-1297.527383869713
36.05,45.32738825282296,-1297.4927181329665
36.06,45.325807179786544,-1297.515762561386
36.07,45.3242282147093,-1297.500333951608
36.08,45.32265137102164,-1297.5105544652988
36.09,45.32107666206671,-1297.503675992901
36.1,45.31950410110055,-1297.5081972731623
36.11,45.31793370129229,-1297.5051191461812
36.12,45.31636547572433,-1297.5071077176196
36.13,45.31479943739254,-1297.5057189159957
36.14,45.3132355992064,-1297.5065821213811
